exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
10.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9754,1,19.9754,1,06.05.2021
10.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3203,1,3.3203,1,06.05.2021
10.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7189,10,0.37189000000000005,1,06.05.2021
10.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3913,1,7.3913,1,06.05.2021
10.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7629,1,20.7629,1,06.05.2021
10.05.2021,710,ZAR,Ренд,Rand,1.943,1,1.943,1,06.05.2021
10.05.2021,752,SEK,Шведська крона,Swedish Krona,3.2778,1,3.2778,1,06.05.2021
10.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5073,1,30.5073,1,06.05.2021
10.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7681,1,1.7681,1,06.05.2021
10.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.526,1,38.526,1,06.05.2021
10.05.2021,840,USD,Долар США,US Dollar,27.7205,1,27.7205,1,06.05.2021
10.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.905,1,10.905,1,06.05.2021
10.05.2021,946,RON,Румунський лей,Romanian Leu,6.7821,1,6.7821,1,06.05.2021
10.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3276,1,3.3276,1,06.05.2021
10.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7575,1,39.7575,1,06.05.2021
10.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.0693,1,17.0693,1,06.05.2021
10.05.2021,978,EUR,Євро,Euro,33.4129,1,33.4129,1,06.05.2021
10.05.2021,985,PLN,Злотий,Zloty,7.2891,1,7.2891,1,06.05.2021
10.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
10.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
10.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
10.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
10.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
10.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
10.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
10.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
10.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
10.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
10.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
10.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
10.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
10.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
10.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
10.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
10.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
10.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
10.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
10.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
10.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
10.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
10.05.2021,959,XAU,Золото,Gold,49774.38,1,49774.38,3,06.05.2021
10.05.2021,961,XAG,Срібло,Silver,742.9,1,742.9,3,06.05.2021
10.05.2021,962,XPT,Платина,Platinum,34509.8,1,34509.8,3,06.05.2021
10.05.2021,964,XPD,Паладій,Palladium,81600.84,1,81600.84,3,06.05.2021
11.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.5727,1,21.5727,1,07.05.2021
11.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.7836,1,22.7836,1,07.05.2021
11.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3032,1,4.3032,1,07.05.2021
11.05.2021,191,HRK,Куна,Kuna,4.4447,1,4.4447,1,07.05.2021
11.05.2021,203,CZK,Чеська крона,Czech Koruna,1.304,1,1.304,1,07.05.2021
11.05.2021,208,DKK,Данська крона,Danish Krone,4.5039,1,4.5039,1,07.05.2021
11.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5747,1,3.5747,1,07.05.2021
11.05.2021,348,HUF,Форинт,Forint,9.3605,100,0.093605,1,07.05.2021
11.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7769,10,0.37769,1,07.05.2021
11.05.2021,360,IDR,Рупія,Rupiah,1.943,1000,0.0019429999999999998,1,07.05.2021
11.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.49,1,8.49,1,07.05.2021
11.05.2021,392,JPY,Єна,Yen,2.5422000000000002,10,0.25422,1,07.05.2021
11.05.2021,398,KZT,Теньге,Tenge,6.5069,100,0.065069,1,07.05.2021
11.05.2021,410,KRW,Вона,Won,2.4761,100,0.024761,1,07.05.2021
11.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3848,1,1.3848,1,07.05.2021
11.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5563,1,1.5563,1,07.05.2021
11.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,20.0124,1,20.0124,1,07.05.2021
11.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3443,1,3.3443,1,07.05.2021
11.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7439,10,0.37439000000000006,1,07.05.2021
11.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.4030000000000005,1,7.4030000000000005,1,07.05.2021
11.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.8517,1,20.8517,1,07.05.2021
11.05.2021,710,ZAR,Ренд,Rand,1.9512,1,1.9512,1,07.05.2021
11.05.2021,752,SEK,Шведська крона,Swedish Krona,3.3067,1,3.3067,1,07.05.2021
11.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5536,1,30.5536,1,07.05.2021
11.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7718,1,1.7718,1,07.05.2021
11.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.5865,1,38.5865,1,07.05.2021
11.05.2021,840,USD,Долар США,US Dollar,27.7641,1,27.7641,1,07.05.2021
11.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9605,1,10.9605,1,07.05.2021
11.05.2021,946,RON,Румунський лей,Romanian Leu,6.7988,1,6.7988,1,07.05.2021
11.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3478,1,3.3478,1,07.05.2021
11.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.8438,1,39.8438,1,07.05.2021
11.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.1267,1,17.1267,1,07.05.2021
11.05.2021,978,EUR,Євро,Euro,33.4904,1,33.4904,1,07.05.2021
11.05.2021,985,PLN,Злотий,Zloty,7.3206,1,7.3206,1,07.05.2021
11.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
11.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
11.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
11.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
11.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
11.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
11.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
11.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
11.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
11.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
11.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
11.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
11.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
11.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
11.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
11.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
11.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
11.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
11.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
11.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
11.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
11.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
11.05.2021,959,XAU,Золото,Gold,50512.89,1,50512.89,3,07.05.2021
11.05.2021,961,XAG,Срібло,Silver,755.5,1,755.5,3,07.05.2021
11.05.2021,962,XPT,Платина,Platinum,34818.12,1,34818.12,3,07.05.2021
11.05.2021,964,XPD,Паладій,Palladium,81361.58,1,81361.58,3,07.05.2021
12.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.6926,1,21.6926,1,11.05.2021
12.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.8629,1,22.8629,1,11.05.2021
12.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3079,1,4.3079,1,11.05.2021
12.05.2021,191,HRK,Куна,Kuna,4.4715,1,4.4715,1,11.05.2021
12.05.2021,203,CZK,Чеська крона,Czech Koruna,1.3159,1,1.3159,1,11.05.2021
12.05.2021,208,DKK,Данська крона,Danish Krone,4.5288,1,4.5288,1,11.05.2021
12.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.563,1,3.563,1,11.05.2021
12.05.2021,348,HUF,Форинт,Forint,9.3897,100,0.093897,1,11.05.2021
12.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7734,10,0.37734,1,11.05.2021
12.05.2021,360,IDR,Рупія,Rupiah,1.9488,1000,0.0019487999999999999,1,11.05.2021
12.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.4306,1,8.4306,1,11.05.2021
12.05.2021,392,JPY,Єна,Yen,2.5498000000000003,10,0.25498000000000004,1,11.05.2021
12.05.2021,398,KZT,Теньге,Tenge,6.4828,100,0.064828,1,11.05.2021
12.05.2021,410,KRW,Вона,Won,2.4713,100,0.024713,1,11.05.2021
12.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3939,1,1.3939,1,11.05.2021
12.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5531000000000001,1,1.5531000000000001,1,11.05.2021
12.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,20.1262,1,20.1262,1,11.05.2021
12.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3545,1,3.3545,1,11.05.2021
12.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7358000000000002,10,0.37358,1,11.05.2021
12.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3792,1,7.3792,1,11.05.2021
12.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.8832,1,20.8832,1,11.05.2021
12.05.2021,710,ZAR,Ренд,Rand,1.9788999999999999,1,1.9788999999999999,1,11.05.2021
12.05.2021,752,SEK,Шведська крона,Swedish Krona,3.3292,1,3.3292,1,11.05.2021
12.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.7067,1,30.7067,1,11.05.2021
12.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7622,1,1.7622,1,11.05.2021
12.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,39.1551,1,39.1551,1,11.05.2021
12.05.2021,840,USD,Долар США,US Dollar,27.6744,1,27.6744,1,11.05.2021
12.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9251,1,10.9251,1,11.05.2021
12.05.2021,946,RON,Румунський лей,Romanian Leu,6.8342,1,6.8342,1,11.05.2021
12.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3339,1,3.3339,1,11.05.2021
12.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.9249,1,39.9249,1,11.05.2021
12.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.2147,1,17.2147,1,11.05.2021
12.05.2021,978,EUR,Євро,Euro,33.6728,1,33.6728,1,11.05.2021
12.05.2021,985,PLN,Злотий,Zloty,7.3984,1,7.3984,1,11.05.2021
12.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
12.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
12.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
12.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
12.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
12.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
12.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
12.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
12.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
12.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
12.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
12.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
12.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
12.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
12.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
12.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
12.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
12.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
12.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
12.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
12.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
12.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
12.05.2021,959,XAU,Золото,Gold,50904.29,1,50904.29,3,11.05.2021
12.05.2021,961,XAG,Срібло,Silver,758.69,1,758.69,3,11.05.2021
12.05.2021,962,XPT,Платина,Platinum,34175.12,1,34175.12,3,11.05.2021
12.05.2021,964,XPD,Паладій,Palladium,81923.14,1,81923.14,3,11.05.2021
13.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.568,1,21.568,1,12.05.2021
13.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.8873,1,22.8873,1,12.05.2021
13.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.2901,1,4.2901,1,12.05.2021
13.05.2021,191,HRK,Куна,Kuna,4.4499,1,4.4499,1,12.05.2021
13.05.2021,203,CZK,Чеська крона,Czech Koruna,1.3121,1,1.3121,1,12.05.2021
13.05.2021,208,DKK,Данська крона,Danish Krone,4.5047,1,4.5047,1,12.05.2021
13.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5578000000000003,1,3.5578000000000003,1,12.05.2021
13.05.2021,348,HUF,Форинт,Forint,9.3727,100,0.09372699999999999,1,12.05.2021
13.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7634,10,0.37634,1,12.05.2021
13.05.2021,360,IDR,Рупія,Rupiah,1.9458000000000002,1000,0.0019458,1,12.05.2021
13.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.4238,1,8.4238,1,12.05.2021
13.05.2021,392,JPY,Єна,Yen,2.54,10,0.254,1,12.05.2021
13.05.2021,398,KZT,Теньге,Tenge,6.4777000000000005,100,0.064777,1,12.05.2021
13.05.2021,410,KRW,Вона,Won,2.4571,100,0.024571,1,12.05.2021
13.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3855,1,1.3855,1,12.05.2021
13.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5532,1,1.5532,1,12.05.2021
13.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9971,1,19.9971,1,12.05.2021
13.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3399,1,3.3399,1,12.05.2021
13.05.2021,643,RUB,Російський рубль,Russian Ruble,3.726,10,0.37260000000000004,1,12.05.2021
13.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3677,1,7.3677,1,12.05.2021
13.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7961,1,20.7961,1,12.05.2021
13.05.2021,710,ZAR,Ренд,Rand,1.9781,1,1.9781,1,12.05.2021
13.05.2021,752,SEK,Шведська крона,Swedish Krona,3.3155,1,3.3155,1,12.05.2021
13.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5391,1,30.5391,1,12.05.2021
13.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7623000000000002,1,1.7623000000000002,1,12.05.2021
13.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,39.0299,1,39.0299,1,12.05.2021
13.05.2021,840,USD,Долар США,US Dollar,27.6318,1,27.6318,1,12.05.2021
13.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9186,1,10.9186,1,12.05.2021
13.05.2021,946,RON,Румунський лей,Romanian Leu,6.7983,1,6.7983,1,12.05.2021
13.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3111,1,3.3111,1,12.05.2021
13.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7908,1,39.7908,1,12.05.2021
13.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.1339,1,17.1339,1,12.05.2021
13.05.2021,978,EUR,Євро,Euro,33.4953,1,33.4953,1,12.05.2021
13.05.2021,985,PLN,Злотий,Zloty,7.3708,1,7.3708,1,12.05.2021
13.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
13.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
13.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
13.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
13.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
13.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
13.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
13.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
13.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
13.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
13.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
13.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
13.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
13.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
13.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
13.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
